DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia Link,Drugs.com link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00383,Oxyphencyclimine,125-53-1,SmallMoleculeDrug,C07851,"",4642,46507487,"","","","","","",,"","","",,,4481,,DAP000835
DB00384,Triamterene,396-01-0,SmallMoleculeDrug,"",D00386,5546,46507623,"",PA451752,"","","","",1919563,http://www.rxlist.com/cgi/generic/triamterine.htm,"",http://en.wikipedia.org/wiki/Triamterene,http://www.drugs.com/triamterene.html,65197-002-01,5345,6644,DAP000575
DB00385,Valrubicin,56124-62-0,SmallMoleculeDrug,"","",41744,46506642,"",PA451847,"","","","",2242466,http://www.rxlist.com/cgi/generic2/rubicin.htm,"",http://en.wikipedia.org/wiki/Valrubicin,http://www.drugs.com/cdi/valrubicin.html,67979-001-01,38088,,DAP000650
DB00386,Alseroxylon,8001-95-4,SmallMoleculeDrug,"","",,,"",PA448335,"","","","",,"","","",,,,,DAP001243
DB00387,Procyclidine,77-37-2,SmallMoleculeDrug,C07378,"",4919,46505553,8448,PA451117,"","","","",587354,"","",http://en.wikipedia.org/wiki/Procyclidine,http://www.drugs.com/cdi/procyclidine.html,61570-059-01,4750,,DAP001110
DB00388,Phenylephrine,59-42-7,SmallMoleculeDrug,C07441,"",6041,46506961,8093,PA450935,"","","","",2238400,http://www.rxlist.com/cgi/generic3/phenyleph.htm,http://www.pdrhealth.com/drugs/otc/otc-mono.aspx?contentFileName=DNX0283.xml&contentName=PHENYLEPHRINE+HYDROCHLORIDE&contentId=4034,http://en.wikipedia.org/wiki/Phenylephrine,http://www.drugs.com/cdi/phenylephrine-solution.html,,5818,,DAP000224
DB00389,Carbimazole,22232-54-8,SmallMoleculeDrug,C07615,"",31072,46506359,617099,"","",,,,,"","",http://en.wikipedia.org/wiki/Carbimazole,,,28829,,DAP000762
DB00390,Digoxin,20830-75-5,SmallMoleculeDrug,C06956,D00298,30322,46508524,4551,PA449319,"",,,,2242323,http://www.rxlist.com/cgi/generic/dig.htm,"",http://en.wikipedia.org/wiki/Digoxin,http://www.drugs.com/digoxin.html,62584-989-01,28162,50115625,DAP000744
DB00391,Sulpiride,15676-16-1,SmallMoleculeDrug,"",D01226,5355,46504855,"","","","","","",,"","",http://en.wikipedia.org/wiki/Sulpiride,,,5162,11638,DAP000310
DB00392,Ethopropazine,1094-08-2,SmallMoleculeDrug,"",D01118,3290,46507375,313639,PA449531,"","","","",1927744,"","",http://en.wikipedia.org/wiki/Ethopropazine,"","",3174,8958,DAP001119
DB00393,Nimodipine,66085-59-4,SmallMoleculeDrug,C07267,D00438,4497,46508497,"",PA450633,"","","","",2155923,http://www.rxlist.com/cgi/generic2/nimodip.htm,"",http://en.wikipedia.org/wiki/Nimodipine,http://www.drugs.com/cdi/nimodipine.html,57664-135-64,4341,50011690,DAP000306
DB00394,Beclomethasone,4419-39-0,SmallMoleculeDrug,C06842,"",20469,46509195,3001,PA448547,"","",,"",2238796,http://www.rxlist.com/cgi/generic2/qvar.htm,"",http://en.wikipedia.org/wiki/Beclomethasone,http://www.drugs.com/cdi/beclomethasone-spray.html,59310-175-40,19276,,DAP000416
DB00395,Carisoprodol,78-44-4,SmallMoleculeDrug,C07927,D00768,2576,46506377,3419,"","","","","",116629,http://www.rxlist.com/cgi/generic/carisop.htm,"",http://en.wikipedia.org/wiki/Carisoprodol,http://www.drugs.com/carisoprodol.html,12634-437-91,2478,,
DB00396,Progesterone,57-83-0,SmallMoleculeDrug,C00410,D00066,5994,46508968,17026,PA451123,1CA,,,,2240605,http://www.rxlist.com/cgi/generic/progesterone.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pro1670.shtml,http://en.wikipedia.org/wiki/Progesterone,http://www.drugs.com/progesterone.html,0591-3128-79,5773,,DAP000549
DB00397,Phenylpropanolamine,14838-15-4,SmallMoleculeDrug,C07911,"",26934,46508087,"",PA450941,"","","","",2247031,"","",http://en.wikipedia.org/wiki/Phenylpropanolamine,http://www.drugs.com/mtm/phenylpropanolamine.html,"",25082,,DNC001144
DB00398,Sorafenib,284461-73-0,SmallMoleculeDrug,"","",216239,46505329,50924,PA7000,BAX,"","","",,"","",http://en.wikipedia.org/wiki/Sorafenib,http://www.drugs.com/cdi/sorafenib.html,50419-488-58,187440,16673,DAP000006
DB00399,Zoledronate,118072-93-8,SmallMoleculeDrug,"",D01968,68740,46507310,"",PA10235,ZOL,"","","",2242725,http://www.rxlist.com/cgi/generic/zometa.htm,"",http://en.wikipedia.org/wiki/Zoledronate,,0078-0387-25,61986,12578,DAP001539
DB00400,Griseofulvin,126-07-8,SmallMoleculeDrug,C06686,D00209,441140,46508437,27779,PA449814,"",,,,332259,http://www.rxlist.com/cgi/generic3/griseofulvin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/gri1190.shtml,http://en.wikipedia.org/wiki/Griseofulvin,http://www.drugs.com/cdi/griseofulvin-microsize.html,10147-0810-4,389934,31775,DAP000539
DB00401,Nisoldipine,63675-72-9,SmallMoleculeDrug,C07699,D00618,4499,46504546,"",PA450634,"","","","",,http://www.rxlist.com/cgi/generic/nisoldipine.htm,"",http://en.wikipedia.org/wiki/Nisoldipine,http://www.drugs.com/cdi/nisoldipine-extended-release-tablets.html,0677-1978-01,4343,50011689,DAP000595
DB00402,Eszopiclone,138729-47-2,SmallMoleculeDrug,"","",969472,46505809,53760,"","","","","",,http://www.rxlist.com/cgi/generic3/lunesta.htm,"",http://en.wikipedia.org/wiki/Eszopiclone,"",0339-4162-11,839530,26265,DAP000933
DB00403,Ceruletide,17650-98-5,SmallMoleculeDrug,"","",168399,46505766,59219,"","",,,,,"","","","","",147304,,DAP000961
DB00404,Alprazolam,28981-97-7,SmallMoleculeDrug,C06817,D00225,2118,46507078,2611,PA448333,"",,,,2248706,http://www.rxlist.com/cgi/generic/alpraz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/xan1491.shtml,http://en.wikipedia.org/wiki/Alprazolam,http://www.drugs.com/alprazolam.html,64980-140-06,2034,,DAP000239
DB00405,Dexbrompheniramine,132-21-8,SmallMoleculeDrug,"","",16960,46505186,59269,PA449250,"","","","",411892,"","",http://en.wikipedia.org/wiki/Dexbrompheniramine,"","",16068,,DAP001068
DB00406,Gentian Violet,14426-25-6,SmallMoleculeDrug,"",D01046,3468,46505353,"",PA449755,"",,,,50857,"","",http://en.wikipedia.org/wiki/Gentian_Violet,http://www.drugs.com/cons/gentian-violet-topical.html,"",3349,,
DB00407,Ardeparin,"",SmallMoleculeDrug,"","",772,46505194,"","","","","","",,"","",http://en.wikipedia.org/wiki/Ardeparin,http://www.drugs.com/mtm/ardeparin.html,"",751,,DAP000428
DB00408,Loxapine,1977-10-2,SmallMoleculeDrug,C07104,D02340,3964,46505047,50841,PA450273,"",,,,2255448,http://www.rxlist.com/cgi/generic2/loxapineoc.htm,"",http://en.wikipedia.org/wiki/Loxapine,http://www.drugs.com/cdi/loxapine.html,0378-7005-01,3827,22871,DAP000311
DB00409,Remoxipride,80125-14-0,SmallMoleculeDrug,"","",54477,46508689,"","","","","","",,"","",http://en.wikipedia.org/wiki/Remoxipride,"","",49195,50026045,DAP000312
DB00410,Mupirocin,12650-69-0,SmallMoleculeDrug,C11758,D01076,446596,46505594,"",PA450563,MRC,"","","",2239757,http://www.rxlist.com/cgi/generic/mupi.htm,"",http://en.wikipedia.org/wiki/Mupirocin,http://www.drugs.com/cdi/mupirocin-cream.html,0062-1610-01,393914,,DAP000711
DB00411,Carbachol,51-83-2,SmallMoleculeDrug,"",D00524,2551,46509115,3385,PA448784,CCE,,,,655,http://www.rxlist.com/cgi/generic2/carbachol.htm,"",http://en.wikipedia.org/wiki/Carbachol,http://www.drugs.com/cdi/carbachol-drops.html,58768-735-12,2454,,DAP000347
DB00412,Rosiglitazone,122320-73-4,SmallMoleculeDrug,"",D00596,77999,46504556,50122,PA451283,BRL,"","","",2241113,http://www.rxlist.com/cgi/generic2/rosigl.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cx1532.shtml,http://en.wikipedia.org/wiki/Rosiglitazone,http://www.drugs.com/cdi/rosiglitazone.html,0029-3158-18,70383,28681,DAP000271
DB00413,Pramipexole,104632-26-0,SmallMoleculeDrug,"",D00559,59868,46505897,8356,PA451085,"","","","",2241594,http://www.rxlist.com/cgi/generic/prampex.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/mir1271.shtml,http://en.wikipedia.org/wiki/Pramipexole,http://www.drugs.com/cdi/pramipexole.html,0597-0183-90,54002,50226040,DAP000019
DB00414,Acetohexamide,968-81-0,SmallMoleculeDrug,C06806,D00219,1989,46505821,28052,PA448023,"",,,,15598,"","",http://en.wikipedia.org/wiki/Acetohexamide,http://www.drugs.com/mtm/acetohexamide.html,"",1912,,DAP000922
DB00415,Ampicillin,69-53-4,SmallMoleculeDrug,C06574,D00204,6249,46505346,28971,PA448419,AIC,"","","",2227029,http://www.rxlist.com/cgi/generic/ampicillin.htm,"",http://en.wikipedia.org/wiki/Ampicillin,http://www.drugs.com/cdi/ampicillin.html,0781-3412-92,6013,,DAP000432
DB00416,Metocurine Iodide,7601-55-0,SmallMoleculeDrug,"",D00761,24244,46507773,"",PA450478,"","","","",466948,"","","",,,22666,,DAP000824
DB00417,Penicillin V,87-08-1,SmallMoleculeDrug,C08126,D05411,6869,46507164,27446,"",PNV,,,,2229617,http://www.rxlist.com/cgi/generic/penvk.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pen1324.shtml,http://en.wikipedia.org/wiki/Penicillin_V,http://www.drugs.com/penicillin.html,0781-1205-01,6607,,DAP001165
DB00418,Secobarbital,76-73-3,SmallMoleculeDrug,"",D00430,31143,46508708,9073,PA451313,"","","","",21032,"","",http://en.wikipedia.org/wiki/Secobarbital,http://www.drugs.com/cdi/secobarbital.html,63304-679-01,28897,,DAP000674
DB00419,Miglustat,72599-27-0,SmallMoleculeDrug,"","",51634,46506350,50381,PA10140,"","","","",2250519,http://www.rxlist.com/cgi/generic3/zavesca.htm,"",http://en.wikipedia.org/wiki/Miglustat,http://www.drugs.com/cdi/miglustat.html,"",46764,18355,DAP000609
DB00420,Promazine,58-40-2,SmallMoleculeDrug,C07379,"",4926,46504504,8459,PA451126,"",,,,497509,"","",http://en.wikipedia.org/wiki/Promazine,"","",4757,,DAP000430
DB00421,Spironolactone,52-01-7,SmallMoleculeDrug,C07310,D00443,5833,46508525,9241,PA451483,SNL,,,,613223,http://www.rxlist.com/cgi/generic/spiron.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ald1010.shtml,http://en.wikipedia.org/wiki/Spironolactone,http://www.drugs.com/spironolactone.html,0781-1599-01,5628,50228080,DAP000297
DB00422,Methylphenidate,113-45-1,SmallMoleculeDrug,C07196,D04999,4158,46505929,6887,PA450464,"","","","",2249332,http://www.rxlist.com/cgi/generic/methphen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rit1383.shtml,http://en.wikipedia.org/wiki/Methylphenidate,http://www.drugs.com/methylphenidate.html,54092-552-30,4015,,DAP000024
DB00423,Methocarbamol,532-03-6,SmallMoleculeDrug,"",D00402,4107,46507761,"",PA450424,"",,,,731110,http://www.rxlist.com/cgi/generic/methocar.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rob1384.shtml,http://en.wikipedia.org/wiki/Methocarbamol,http://www.drugs.com/methocarbamol.html,0781-1760-01,3964,,
DB00424,Hyoscyamine,101-31-5,SmallMoleculeDrug,"","",64692,46507345,17486,"","","","","",125857,http://www.rxlist.com/cgi/generic/hyoscy.htm,"",http://en.wikipedia.org/wiki/Hyoscyamine,http://www.drugs.com/cdi/hyoscyamine.html,,58240,,DNC000758
DB00425,Zolpidem,82626-48-0,SmallMoleculeDrug,C07219,"",5732,46507949,10125,PA451976,"","","","",,http://www.rxlist.com/cgi/generic/zolpid.htm,"",http://en.wikipedia.org/wiki/Zolpidem,http://www.drugs.com/zolpidem.html,54868-0845-0,5530,26266,DAP000112
DB00426,Famciclovir,104227-87-4,SmallMoleculeDrug,"",D00317,3324,46507561,4974,PA449585,"","","","",2229110,http://www.rxlist.com/cgi/generic3/famciclovir.htm,"",http://en.wikipedia.org/wiki/Famciclovir,http://www.drugs.com/cdi/famciclovir.html,0078-0366-15,3207,50066502,DAP000489
DB00427,Triprolidine,486-12-4,SmallMoleculeDrug,"",D01782,5282443,46505403,"",PA451797,"",,,,,"","",http://en.wikipedia.org/wiki/Triprolidine,http://www.drugs.com/cdi/triprolidine-suspension.html,,4445597,,DAP001065
DB00428,Streptozocin,18883-66-4,SmallMoleculeDrug,"",D05932,29327,46508872,9288,PA4511514,"","","","",622141,http://www.rxlist.com/cgi/generic/zanosar.htm,"",http://en.wikipedia.org/wiki/Streptozocin,http://www.drugs.com/cdi/streptozocin.html,0703-4636-01,27273,,DAP000984
DB00429,Carboprost Tromethamine,58551-69-2,SmallMoleculeDrug,"",D00682,5284525,46508118,3404,"","",,,,2230417,http://www.rxlist.com/cgi/generic/hemabate.htm,"","",http://www.drugs.com/mtm/carboprost.html,0009-0856-05,4447583,,DAP001215
DB00430,Cefpiramide,70797-11-4,SmallMoleculeDrug,C13376,D01904,107654,46505548,59213,"","","","","",,"","",http://en.wikipedia.org/wiki/Cefpiramide,"","",96834,,DAP001157
DB00431,Lindane,58-89-9,SmallMoleculeDrug,C06988,"",727,46508542,32888,PA450232,"",,,,703605,http://www.rxlist.com/cgi/generic2/lindane.htm,"",http://en.wikipedia.org/wiki/Lindane,http://www.drugs.com/cdi/lindane-lotion.html,45068-100-01,707,,DAP001036
DB00432,Trifluridine,70-00-8,SmallMoleculeDrug,"",D00391,6256,46506192,"",PA451775,"",,,,2248529,http://www.rxlist.com/cgi/generic2/trifluridine.htm,"",http://en.wikipedia.org/wiki/Trifluridine,http://www.drugs.com/cdi/trifluridine-drops.html,61570-037-75,6020,50132298,DAP000760
DB00433,Prochlorperazine,58-38-8,SmallMoleculeDrug,C07403,D00493,4917,46509018,8435,"","","","","",753637,http://www.rxlist.com/cgi/generic/prochlr.htm,"",http://en.wikipedia.org/wiki/Prochlorperazine,http://www.drugs.com/cdi/prochlorperazine.html,0574-7226-12,4748,,DAP000373
DB00434,Cyproheptadine,129-03-3,SmallMoleculeDrug,"","",2913,46508613,4046,PA449169,"",,,,2245668,http://www.rxlist.com/cgi/generic2/cyprohept.htm,"",http://en.wikipedia.org/wiki/Cyproheptadine,http://www.drugs.com/cdi/cyproheptadine.html,49884-043-01,2810,50017721,DAP000103
DB00435,Nitric Oxide,10102-43-9,SmallMoleculeDrug,C00533,D00074,145068,46506897,16480,PA450635,"","","","",,http://www.rxlist.com/cgi/generic/inomax.htm,"",http://en.wikipedia.org/wiki/Nitric_Oxide,http://www.drugs.com/mtm/nitric-oxide-inhalation-gas.html,64693-002-01,127983,,DAP001056
DB00436,Bendroflumethiazide,73-48-3,SmallMoleculeDrug,C07758,D00650,2315,46508672,3013,PA448563,"",,,,29343,"","",http://en.wikipedia.org/wiki/Bendroflumethiazide,http://www.drugs.com/cdi/bendroflumethiazide.html,0003-0606-50,2225,,DAP000188
DB00437,Allopurinol,315-30-0,SmallMoleculeDrug,"",D00224,2094,46508516,40279,PA448320,7HP,,,,555681,http://www.rxlist.com/cgi/generic/allopur.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zyl1508.shtml,http://en.wikipedia.org/wiki/Allopurinol,http://www.drugs.com/allopurinol.html,55111-729-01,2010,50241255,DAP000773
DB00438,Ceftazidime,78439-06-2,SmallMoleculeDrug,C06889,"",5481173,46506143,3508,PA448861,CAZ,"",,"",886963,http://www.rxlist.com/cgi/generic2/ceftaz.htm,"",http://en.wikipedia.org/wiki/Ceftazidime,http://www.drugs.com/cdi/ceftazidime.html,25021-127-20,4587145,,DAP000433
DB00440,Trimethoprim,738-70-5,SmallMoleculeDrug,C01965,D00145,5578,46507125,9731,PA451788,"","","","",2243116,http://www.rxlist.com/cgi/generic2/trimeth.htm,"",http://en.wikipedia.org/wiki/Trimethoprim,http://www.drugs.com/cdi/trimethoprim.html,61570-057-01,5376,18069,DAP000927
DB00441,Gemcitabine,95058-81-4,SmallMoleculeDrug,C07650,D02368,60750,46506425,175901,"",GEO,"","","",2230309,http://www.rxlist.com/cgi/generic/gemcitab.htm,"",http://en.wikipedia.org/wiki/Gemcitabine,http://www.drugs.com/cdi/gemcitabine.html,0002-7501-01,54753,,DAP001246
DB00442,Entecavir,142217-69-4,SmallMoleculeDrug,"",D04008,153941,46504864,"","","","","","",2282224,http://www.rxlist.com/cgi/generic4/baraclude.htm,"",http://en.wikipedia.org/wiki/Entecavir,http://www.drugs.com/cdi/entecavir.html,0003-1611-12,135679,,DAP000697
DB00443,Betamethasone,378-44-9,SmallMoleculeDrug,"",D00244,9782,46505155,3077,PA448605,"",,,,716618,http://www.rxlist.com/cgi/generic2/betamet.htm,"",http://en.wikipedia.org/wiki/Betamethasone,http://www.drugs.com/cdi/betamethasone.html,0085-0942-05,9399,,DAP001043
DB00444,Teniposide,29767-20-2,SmallMoleculeDrug,C11153,D02698,34698,46507536,"","","",,,,588989,http://www.rxlist.com/cgi/generic2/teniposide.htm,"",http://en.wikipedia.org/wiki/Teniposide,http://www.drugs.com/cdi/teniposide.html,0015-3075-19,31930,,DAP000651
DB00445,Epirubicin,56420-45-2,SmallMoleculeDrug,C11230,"",41867,46507282,47898,PA449476,"",,,,2069512,http://www.rxlist.com/cgi/generic2/epirub.htm,"",http://en.wikipedia.org/wiki/Epirubicin,http://www.drugs.com/cdi/epirubicin.html,61703-347-35,38201,,DAP000193
DB00446,Chloramphenicol,56-75-7,SmallMoleculeDrug,C00918,D00104,298,46505318,17698,PA448927,CLM,"","","",798398,http://www.rxlist.com/cgi/generic3/chloramphenicol.htm,"",http://en.wikipedia.org/wiki/Chloramphenicol,http://www.drugs.com/mtm/chloramphenicol-ophthalmic.html,61570-331-31,292,50028502,DAP001356
DB00447,Loracarbef,76470-66-1,SmallMoleculeDrug,C08109,D00916,60746,46506369,47544,PA450265,"","","","",,http://www.rxlist.com/cgi/generic/loracarb.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lor1237.shtml,http://en.wikipedia.org/wiki/Loracarbef,http://www.drugs.com/cdi/loracarbef.html,61570-170-01,3819,,DAP000434
DB00448,Lansoprazole,103577-45-3,SmallMoleculeDrug,"",D00355,3883,46508975,6375,PA450180,"","","","",2165503,http://www.rxlist.com/cgi/generic/lansop.htm,"",http://en.wikipedia.org/wiki/Lansoprazole,http://www.drugs.com/lansoprazole.html,0339-6489-11,3746,,DAP000725
DB00449,Dipivefrin,52365-63-6,SmallMoleculeDrug,C06963,D02349,3105,46504716,4646,PA449364,"","","","",2242232,http://www.rxlist.com/cgi/generic2/dipivefrin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pro1356.shtml,http://en.wikipedia.org/wiki/Dipivefrin,http://www.drugs.com/cdi/dipivefrin.html,0023-9208-10,2994,,DAP000593
DB00450,Droperidol,548-73-2,SmallMoleculeDrug,"",D00308,3168,46505291,4717,PA449422,"",,,,2167832,http://www.rxlist.com/cgi/generic3/droperidol.htm,"",http://en.wikipedia.org/wiki/Droperidol,http://www.drugs.com/cdi/droperidol.html,11098-010-01,3056,50017705,DAP000412
DB00451,Levothyroxine,51-48-9,SmallMoleculeDrug,C01829,"",5819,46507672,18332,PA450221,"","","","",2245948,http://www.rxlist.com/cgi/generic/levothy.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/syn1421.shtml,http://en.wikipedia.org/wiki/Levothyroxine,http://www.drugs.com/levothyroxine.html,0781-5180-01,5614,,DAP000083
DB00452,Framycetin,119-04-0,SmallMoleculeDrug,"","",8378,46508892,7508,PA10085,"","","","",2224887,"","",http://en.wikipedia.org/wiki/Framycetin,"","",8075,19,DNC001005
DB00453,Clomocycline,1181-54-0,SmallMoleculeDrug,"",D06885,5464321,46505301,59589,"","","","","",,"","",http://en.wikipedia.org/wiki/Clomocycline,,,4576619,,DAP000882
DB00454,Meperidine,57-42-1,SmallMoleculeDrug,C07128,"",4058,46506899,"",PA450369,"",,,,640409,http://www.rxlist.com/cgi/generic/meper.htm,"",http://en.wikipedia.org/wiki/Meperidine,http://www.drugs.com/cdi/meperidine.html,0054-8595-11,3918,50026752,DAP000230
DB00455,Loratadine,79794-75-5,SmallMoleculeDrug,"",D00364,3957,46507853,"",PA450266,"",,,,2244692,http://www.rxlist.com/cgi/generic/lorat.htm,"",http://en.wikipedia.org/wiki/Loratadine,http://www.drugs.com/cdi/loratadine.html,0378-1925-01,3820,22876,DAP000101
DB00456,Cefalotin,153-61-7,SmallMoleculeDrug,C07761,"",6024,46509079,124991,PA448886,CEO,"","","",2060051,"","",http://en.wikipedia.org/wiki/Cefalotin,"","",5802,,DAP000155
DB00457,Prazosin,19216-56-9,SmallMoleculeDrug,C07368,"",4893,46508594,8364,PA451093,"","","","",1910302,http://www.rxlist.com/cgi/generic3/prazosin.htm,"",http://en.wikipedia.org/wiki/Prazosin,http://www.drugs.com/cdi/prazosin.html,0069-4310-71,4724,29568,DAP000300
DB00458,Imipramine,50-49-7,SmallMoleculeDrug,C07049,"",3696,46507351,5881,PA449969,IXX,,,,726397,http://www.rxlist.com/cgi/generic/imip.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tof1448.shtml,http://en.wikipedia.org/wiki/Imipramine,http://www.drugs.com/cdi/imipramine.html,53489-330-07,3568,,DAP001154
DB00459,Acitretin,55079-83-9,SmallMoleculeDrug,"","",6437841,46509178,50173,"","",,,,2070847,http://www.rxlist.com/cgi/generic3/acitretin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/sor1698.shtml,http://en.wikipedia.org/wiki/Acitretin,http://www.drugs.com/cdi/acitretin.html,0145-0090-25,4942363,,DAP000743
DB00460,Verteporfin,129497-78-5,SmallMoleculeDrug,"",D01162,5362420,46506236,"",PA451871,"","","","",2242367,http://www.rxlist.com/cgi/generic2/verteporfin.htm,"",http://en.wikipedia.org/wiki/Verteporfin,http://www.drugs.com/cdi/verteporfin.html,0078-0437-61,4515032,,
DB00461,Nabumetone,42924-53-8,SmallMoleculeDrug,"",D00425,4409,46507729,"",PA450572,"","","","",2238639,http://www.rxlist.com/cgi/generic/nabume.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rel1370.shtml,http://en.wikipedia.org/wiki/Nabumetone,http://www.drugs.com/cdi/nabumetone.html,49884-649-01,4256,50240662,DAP000735
DB00462,Methylscopolamine,155-41-9,SmallMoleculeDrug,"",D00715,23724781,46506260,"",PA450435,"","",,"",,"","",http://en.wikipedia.org/wiki/Methylscopolamine,"","",3977,,DAP001126
DB00463,Metharbital,50-11-3,SmallMoleculeDrug,"",D01382,4099,46508167,"",PA450412,"","","","",,"","",http://en.wikipedia.org/wiki/Metharbital,,,3957,,DAP000675
DB00464,Sodium Tetradecyl Sulfate,1191-50-0,SmallMoleculeDrug,"","",5248,46505919,"",PA451439,"","","","",363332,http://www.rxlist.com/cgi/generic2/sotradecol.htm,"","",http://www.drugs.com/cdi/sodium-tetradecyl-sulfate.html,67457-162-02,5058,,DAP001276
DB00465,Ketorolac,66635-83-4,SmallMoleculeDrug,C07062,"",3826,46507019,"",PA450150,"",,,,2239944,http://www.rxlist.com/cgi/generic/ketor.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/acu1644.shtml,http://en.wikipedia.org/wiki/Ketorolac,http://www.drugs.com/cdi/ketorolac-drops.html,68387-440-20,3694,50009855,DAP000618
